Name,Publication Date,Description,Publisher,URL
My journey to becoming a web developer from scratch without a CS degree (and what I learned from it),"Aug 17, 2016","In this +6,000 word article, I outline what my journey was like while becoming a fully fledged web developer from scratch, 2 years later. The article reached monthly Top status, +130,000 views and +2,700 recommends on the Medium community.","FreeCodeCamp, Medium",https://medium.freecodecamp.com/my-journey-to-becoming-a-web-developer-from-scratch-without-a-cs-degree-2-years-later-and-what-i-4a7fd2ff5503#.gq4uf8p18
